"StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","ExternalReference","DistributionChannel","UserLanguage","Q1.2_First.Click","Q1.2_Last.Click","Q1.2_Page.Submit","Q1.2_Click.Count","Q2.1_Browser","Q2.1_Version","Q2.1_Operating.System","Q2.1_Resolution","zipcode","citizen","gender","age","faminc","faminc150","race","Q2.10_First.Click","Q2.10_Last.Click","Q2.10_Page.Submit","Q2.10_Click.Count","pid","pidlean","redist_incdiff","speedtrap","redist_taxes","redist_housing","trust_experts_univ","trust_econ_multi","trust_2","trust_3","trust_4","trust_5","trust_6","trust_7","trust_8","trust_14","trust_15","trust_16","trust_17","Q46","build_control_1","build_control_6","build_control_7","build_control_5","build_control_4","build_economist_1","build_economist_6","build_economist_7","build_economist_5","build_economist_4","build_univ_1","build_univ_6","build_univ_7","build_univ_5","build_univ_4","Q14.1","educ","employment","student","marital","marital_7_TEXT","Q14.7_First.Click","Q14.7_Last.Click","Q14.7_Page.Submit","Q14.7_Click.Count","manip_econ","manip_resp","ownrent","tenure_length","housing_cost","open_ended","svy_comments","PID","psid","rnid","study","rid","RISN","opp","Q_TotalDuration","beforeafter","random","gc","term","zip","Quota"
"1/9/18 14:54","1/9/18 15:01",0,100,462,1,"1/9/18 15:01","R_3NVrWrH6FwwO8qe",NA,"anonymous","EN",0,0,19.863,0,"Chrome","63.0.3239.132","Windows NT 10.0","1366x768",35601,1,2,88,12,NA,"1",3.003,3.003,4.537,1,2,NA,11,4,2,5,"5","7",2,3,2,4,4,2,2,2,3,3,3,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,4,4,NA,5,3,3,1,"",4.345,4.345,6.191,1,1,3,5,2014,3,"It's a sleepy area. Not much changes here.","none",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",462,0,6559657,1,"",35601,NA
"1/9/18 14:56","1/9/18 15:01",0,100,348,1,"1/9/18 15:01","R_3QFzvvn5GjzwFqN",NA,"anonymous","EN",0,0,26.505,0,"Chrome","63.0.3239.132","Windows NT 10.0","1280x720",29710,1,2,99,10,NA,"1",1.31,1.31,2.594,1,3,2,9,4,1,6,"1","7",2,2,3,3,4,2,3,2,2,2,3,"5,6,7",4,2,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,1,1,"",1.21,1.21,2.506,1,3,3,5,2016,5,"Im not very interested in politics and dont know enough to comment.","N/a",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",348,1,3629646,1,"",29710,NA
"1/9/18 14:56","1/9/18 15:01",0,100,330,1,"1/9/18 15:01","R_3PY0dij72mhwiyc",NA,"anonymous","EN",0,0,4.605,0,"Chrome","63.0.3239.84","Windows NT 6.1","1440x900",33032,1,2,100,9,NA,"1",12.663,12.663,13.542,1,2,NA,9,4,1,5,"4","4",3,2,2,3,2,3,2,1,2,2,2,"6",NA,NA,NA,NA,NA,4,2,4,3,4,NA,NA,NA,NA,NA,NA,8,1,1,2,"",1.037,1.037,1.937,1,3,1,5,1987,8,"good","good",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",330,1,9447811,1,"",33032,NA
"1/9/18 14:57","1/9/18 15:01",0,100,236,1,"1/9/18 15:01","R_1GH2x4EchG7Qn2E",NA,"anonymous","EN",0,0,2.937,0,"Chrome","63.0.3239.108","Macintosh","1280x800",21793,1,2,102,4,NA,"1",1.925,1.925,3.248,1,1,NA,2,4,1,1,"1","1",2,2,2,3,2,2,2,2,1,1,1,"1",2,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,3,2,"",1.855,1.855,3.249,1,1,1,4,2008,6,"all went well thanks","all went well thanks",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",236,0,2963651,1,"",21793,NA
"1/9/18 14:57","1/9/18 15:01",0,100,277,1,"1/9/18 15:01","R_qxTRlp53ee5f9Sh",NA,"anonymous","EN",0,0,5.612,0,"Chrome","63.0.3239.84","Windows NT 10.0","1536x864",68134,1,2,100,1,NA,"1",1.077,2.357,3.339,2,1,NA,2,4,1,1,"4,5","4,6",4,4,4,3,4,2,2,3,2,3,4,"1,4,5,7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,5,4,3,1,"",2.059,2.059,3.121,1,3,3,5,2008,4,"I think government in general doesn't do enough to help low income and middle class people. They ignore the fact so many people are struggling just to get by, while top income earners have so much excess it is disgusting.","Nothing, easy to follow",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",277,1,6406255,1,"",68134,NA
"1/9/18 14:56","1/9/18 15:01",0,100,334,1,"1/9/18 15:01","R_3hbCpOY7SojMliS",NA,"anonymous","EN",0,0,2.52,0,"Chrome","63.0.3239.84","Windows NT 6.3","1080x720",45133,1,2,100,2,NA,"2,3",1.127,1.787,3.144,2,2,NA,11,4,2,2,"4,6","7",2,3,4,3,3,2,3,2,4,4,4,"9",NA,NA,NA,NA,NA,5,5,5,5,1,NA,NA,NA,NA,NA,NA,5,1,3,2,"",1.307,1.307,3.137,1,3,1,4,2013,7,"Local government doesn't interfere too much in everyday life.","none",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",334,1,7130958,1,"",45133,NA
"1/9/18 14:55","1/9/18 15:02",0,100,418,1,"1/9/18 15:02","R_1gGVL2mSGkWtNhJ",NA,"anonymous","EN",18.7,18.7,18.751,1,"Chrome","63.0.3239.132","Windows NT 10.0","1366x768",21234,1,2,100,4,NA,"2",1.397,1.409,2.363,2,1,NA,8,4,1,4,"5","4",4,4,4,3,2,2,2,2,2,3,3,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,2,2,NA,4,2,5,1,"",6.423,7.649,7.674,3,2,3,5,2010,10,"my local goverment really doesnt do much with this state .","nice survey",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",418,1,7185878,1,"",21234,NA
"1/9/18 14:50","1/9/18 15:02",0,100,724,1,"1/9/18 15:02","R_3sz8hL8AjsSfLt7",NA,"anonymous","EN",0,0,12.776,0,"Chrome","63.0.3239.132","Windows NT 10.0","1366x768",55432,1,1,101,1,NA,"1",1.803,1.803,3.397,1,1,NA,9,4,2,4,"1","1",2,2,2,4,3,2,2,1,1,1,2,"1,4,7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,3,3,3,2,"",2.734,2.734,4.022,1,1,1,4,2007,5,"I cant think of anything about local. I mainly follow what goes on in the houses of congress in both state and federal.","kinda of interesting It gave me something to think about",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",724,1,9356097,1,"",55432,NA
"1/9/18 14:57","1/9/18 15:02",0,100,309,1,"1/9/18 15:02","R_1F9afHKFjrh8ItD",NA,"anonymous","EN",0,0,2.09,0,"MSIE","11","Windows NT 6.1","1600x900",54451,1,2,99,4,NA,"1",1.327,1.327,2.376,1,2,NA,10,4,2,5,"1","1",2,2,3,3,2,2,2,2,2,3,2,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,4,2,NA,5,1,3,1,"",2.924,2.924,4.034,1,1,1,4,2017,6,"I feel more housing would be a good thing for the area I live in. ","N/A",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",309,1,8375707,1,"",54451,NA
"1/9/18 14:58","1/9/18 15:02",0,100,248,1,"1/9/18 15:02","R_2OTGhIXpulOEmSY",NA,"anonymous","EN",0,0,4.018,0,"Chrome","63.0.3239.84","Windows NT 10.0","1920x1080",76249,1,2,100,6,NA,"1",4.96,4.96,6.709,1,1,NA,9,4,1,4,"1","1",2,2,3,2,4,2,2,2,2,2,4,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,3,1,3,1,"",1.54,2.258,5.479,2,3,3,4,2015,5,"none","none",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",248,0,6188721,1,"",76249,NA
"1/9/18 14:54","1/9/18 15:02",0,100,477,1,"1/9/18 15:02","R_111GnzdplZYs5KQ",NA,"anonymous","EN",0,0,5.145,0,"Chrome","63.0.3239.132","Windows NT 10.0","1280x1024",27970,1,1,101,13,NA,"2",0.968,0.968,2.326,1,1,NA,9,4,1,5,"4,5","4,6",2,3,2,2,2,1,2,2,2,2,2,"4,8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,3,1,3,1,"",0.844,0.844,1.933,1,2,1,5,2011,4,"Decision-making by local governments in my town scribe to sustain development and management of assets and infrastructure in most cases, but a lot work is needed.","great study",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",477,0,6343617,1,"",27970,NA
"1/9/18 14:54","1/9/18 15:02",0,100,461,1,"1/9/18 15:02","R_3m48R91md0wjNcN",NA,"anonymous","EN",0,0,4.485,0,"Chrome","63.0.3239.132","Windows NT 6.1","1024x820",92392,1,2,102,2,NA,"1",1.518,1.518,2.538,1,2,NA,9,4,2,5,"5","1",2,4,2,2,3,2,2,2,3,2,2,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,NA,2,4,3,2,"",3.201,3.201,5.179,1,2,3,4,2003,6,"Our local government continues to green light more low income housing in our community. This is bringing down home values and attracting the type of people who commit crimes.","Thank you",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",461,0,1760746,1,"",92392,NA
"1/9/18 15:00","1/9/18 15:02",0,100,108,1,"1/9/18 15:02","R_2w6lxsae7Z8NPaJ",NA,"anonymous","EN",0.985,2.472,2.84,3,"Chrome","63.0.3239.132","Windows NT 10.0","1920x1080",30301,1,1,100,2,NA,"1",0.632,0.632,1.262,1,1,NA,10,4,2,1,"4,5","4,6",1,2,3,3,1,2,2,4,3,2,1,"1,4,5",NA,NA,NA,NA,NA,3,3,3,2,3,NA,NA,NA,NA,NA,NA,4,1,1,1,"",0.606,1.462,2.163,3,1,3,4,2012,10,"I think the government is kind of shady and really can't be trusted too much but we have to live with that. ","N/A",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",108,1,2028781,4,"Speeder",30301,NA
"1/9/18 14:57","1/9/18 15:02",0,100,296,1,"1/9/18 15:02","R_1fl0jppPIhEpOXp",NA,"anonymous","EN",0,0,1.959,0,"Chrome","63.0.3239.132","Windows NT 10.0","1920x1080",45503,1,1,100,6,NA,"1",1.437,2.329,3.203,2,3,1,2,4,1,1,"1","4",2,2,3,4,4,2,3,2,1,2,4,"3",NA,NA,NA,NA,NA,2,2,2,1,2,NA,NA,NA,NA,NA,NA,3,1,3,2,"",1.232,1.232,2.144,1,1,1,4,2015,4,"Policies are always self serving for the government in most places it seems. The only way to prevent corruption in government would be yearly elections and the elimination of life-long positions.","None.",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",296,1,9411418,1,"",45503,NA
"1/9/18 14:38","1/9/18 15:02",0,100,1427,1,"1/9/18 15:02","R_2ZVanxmfDnCoqoj",NA,"anonymous","EN",0,0,9.385,0,"Chrome","63.0.3239.132","Windows NT 6.1","1920x1200",20874,1,2,100,6,NA,"1",1.798,1.798,3.089,1,1,NA,2,4,1,1,"1","6",2,2,4,3,3,2,2,2,2,2,2,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,1,NA,5,1,3,2,"",1.341,1.341,2.325,1,3,3,4,2009,6,"I think we need to get rid of old, run down buildings. ","Thank You",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",1427,0,6900829,1,"",20874,NA
"1/9/18 14:43","1/9/18 15:02",0,100,1151,1,"1/9/18 15:02","R_3F4oCMrgDLrBmkU",NA,"anonymous","EN",0,0,17.135,0,"Chrome","63.0.3239.84","Windows NT 10.0","1366x768",24382,1,2,88,2,NA,"2,6",3.403,9.094,11.141,2,3,3,8,4,1,1,"5","1,7",2,2,2,2,3,1,1,2,2,2,3,"1",4,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,3,2,"",2.984,2.984,9.9,1,2,2,5,2010,7,"I feel the biggest issue  facing my community is lack of sufficient employment for any and all career paths. Until this is eradicated to some degree the economy will continue to decline. ","I truly enjoyed this survey some of questions asked I'd often asked myself at one time or another.",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",1151,1,7123323,1,"",24382,NA
"1/9/18 14:56","1/9/18 15:02",0,100,335,1,"1/9/18 15:02","R_1IWQNElFAfbYhlL",NA,"anonymous","EN",0,0,4.432,0,"Chrome","63.0.3239.108","Windows NT 10.0","1366x768",23464,1,2,100,4,NA,"1",1.545,2.336,2.347,3,2,NA,9,4,1,5,"1","4",2,2,2,3,3,1,2,3,1,2,1,"6,8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,2,1,NA,3,8,3,2,"",1.084,1.088,1.885,2,1,3,4,2015,6,"I honestly don't know too much about it.","None",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",335,0,6942400,1,"",23464,NA
"1/9/18 14:58","1/9/18 15:02",0,100,249,1,"1/9/18 15:02","R_SBG2Uy9J4tXjEfD",NA,"anonymous","EN",0,0,2.565,0,"Chrome","63.0.3239.132","Windows NT 10.0","1536x864",84123,1,2,100,13,NA,"1",1.801,1.801,2.999,1,3,3,11,4,2,2,"5,6","6,7",3,4,4,2,2,2,2,3,3,4,3,"5,7",NA,NA,NA,NA,NA,2,1,2,2,2,NA,NA,NA,NA,NA,NA,5,3,5,1,"",1.972,1.972,2.914,1,1,3,4,2005,4,"I just want my work to be mine, and my house to be mine, and my neighbors to not be sinking without a trace in debt. The less government meddles, the closer we will all be to that. ","Thank you.",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",249,0,8836782,1,"",84123,NA
"1/9/18 14:55","1/9/18 15:02",0,100,426,1,"1/9/18 15:02","R_2UYKCVWnBDu9y9C",NA,"anonymous","EN",0,0,2.838,0,"Chrome","62.0.3202.75","Windows NT 10.0","1920x1080",48104,1,1,102,1,NA,"1",1.937,1.937,3.001,1,3,3,10,4,2,4,"4,5,6","4,6,7",2,2,2,4,2,2,2,2,1,2,2,"1,4,5,6,7,9",3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,3,5,"",1.787,1.787,3.019,1,1,2,5,2017,5,"Our town is a Univeristy town with a University in the middle of it taking up a huge amount of real estate, and the Uni pays no taxes.  University of Michigan.  Most people here are clueless, mindless liberals who have no idea what's going on.  So huge RE developers came in and built huge apartment complexes with exhorbitant rent, and the workers in the gentrified restaurants downtown can't even afford to live here.  Pure Elite Liberalism.  ","Nothing.",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",426,0,2836860,1,"",48104,NA
"1/9/18 14:54","1/9/18 15:02",0,100,510,1,"1/9/18 15:02","R_6xNbNCSwlQ54Ibn",NA,"anonymous","EN",0,0,2.89,0,"Chrome","63.0.3239.84","Windows NT 6.2","1366x768",72401,1,1,100,10,NA,"2",3.459,3.459,9.523,1,2,NA,8,4,1,4,"1","4",2,2,3,2,2,2,2,3,1,3,1,"1,4,7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,1,4,NA,6,1,2,2,"",2.099,2.099,4.433,1,1,1,4,2014,7,"More apartments should be built to ensure people have access to affordable housing","This survey seems to be very important.",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",510,1,2857251,1,"",72401,NA
"1/9/18 14:54","1/9/18 15:02",0,100,493,1,"1/9/18 15:02","R_1g5xtqkgzU63Hoi",NA,"anonymous","EN",15.908,15.908,21.107,1,"MSIE","11","Windows NT 6.1","1536x864",33950,1,1,100,2,NA,"1",1.415,169.731,170.949,2,2,NA,11,4,2,2,"5,6","4,6,7",2,2,4,4,3,2,3,3,4,4,3,"4,6",NA,NA,NA,NA,NA,5,3,4,4,1,NA,NA,NA,NA,NA,NA,3,1,3,1,"",1.192,1.192,2.49,1,1,1,5,2015,5,"I'm for doing things to help White people. I no longer care about other groups.","Thanks",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",493,0,4486964,1,"",33950,NA
"1/9/18 14:57","1/9/18 15:02",0,100,304,1,"1/9/18 15:02","R_9N5SuaTfBB6vNxn",NA,"anonymous","EN",0,0,2.777,0,"Chrome","63.0.3239.132","Windows NT 10.0","1366x768",36022,1,2,88,11,11,"1",4.193,8.004,9.648,3,2,NA,10,4,2,2,"5","6",3,3,4,3,3,1,1,3,3,4,4,"8",NA,NA,NA,NA,NA,4,4,4,5,1,NA,NA,NA,NA,NA,NA,3,8,3,2,"",2.01,2.01,3.646,1,1,1,4,2005,5,"none","I feel somewhat priveledged",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",304,0,3155009,1,"",36022,NA
"1/9/18 14:59","1/9/18 15:02",0,100,217,1,"1/9/18 15:02","R_1jJmO7RqJ9nP7lh",NA,"anonymous","EN",0,0,2.105,0,"Chrome","63.0.3239.132","Windows NT 6.3","1280x720",12303,1,2,99,6,NA,"1",1.692,1.692,3.074,1,1,NA,2,4,1,1,"1","4",2,2,3,4,4,1,1,2,1,1,3,"1,4,7",3,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,"",1.585,1.585,3.273,1,3,1,6,1997,16,"I sometimes wish it were easier to vote absentee for smaller local elections because I am a college student who is away at school during election season","n/a",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",217,0,3245533,1,"",12303,NA
"1/9/18 14:56","1/9/18 15:02",0,100,396,1,"1/9/18 15:02","R_3O7w08aFWOFjiGv",NA,"anonymous","EN",21.645,21.645,22.598,1,"Chrome","63.0.3239.111","Android 4.4.2","360x640",52641,1,2,101,9,NA,"1",1.122,1.137,2.055,2,2,NA,11,4,2,6,"4","4",1,2,3,3,3,1,3,2,3,3,3,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,1,NA,5,2,3,2,"",1.634,1.648,2.545,2,1,2,4,2017,7,"My local government is currently concerned is building a new jail. I'm in favor of it as I know several people in law enforcement and they agree we definitely need one as ours is pretty outdated. I'm willing to take on the extra tax to help with it.","None",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",396,1,8653665,1,"",52641,NA
"1/9/18 14:58","1/9/18 15:03",0,100,304,1,"1/9/18 15:03","R_1K7kowP8sHGcqsP",NA,"anonymous","EN",0,0,4.553,0,"Chrome","63.0.3239.132","Macintosh","1440x900",48864,1,1,100,1,NA,"1",1.545,1.545,2.582,1,3,1,2,4,1,1,"1","1,4",3,4,4,3,4,2,2,2,1,2,3,"1,4,7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,NA,4,3,2,1,"",3.57,3.57,5.556,1,1,3,5,2016,5,"Luckily, I think education is a high priority of the local government. I also think that water quality is of some importance since I live by a lot of different rivers and wetlands. This used to not be the case from what I understand. ","Everything seemed to work smoothly ",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",304,0,4113230,1,"",48864,NA
"1/9/18 14:56","1/9/18 15:03",0,100,405,1,"1/9/18 15:03","R_3lunjcSfrC7r6xd",NA,"anonymous","EN",0,0,2.84,0,"Firefox","57","Windows NT 10.0","1920x1080",73132,1,2,88,6,NA,"1",1.951,1.951,2.898,1,2,NA,10,4,2,4,"5","4,6",2,2,3,3,4,2,2,3,3,3,3,"9",4,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,3,2,"",1.235,1.235,2.131,1,3,3,4,2014,6,"I think more apartments are being built to cram people in and I don't like that.  It also can devalue an area if there are too many apartments built, although in general they are built away from higher value properties. ","none",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",405,1,1117637,1,"",73132,NA
"1/9/18 14:54","1/9/18 15:03",0,100,498,1,"1/9/18 15:03","R_2coeWmtFYmWB4FH",NA,"anonymous","EN",0,0,6.691,0,"Chrome","63.0.3239.132","Windows NT 10.0","1920x1080",60087,1,2,100,1,NA,"2",1.472,1.472,2.854,1,1,NA,11,4,2,1,"6","4",4,4,4,4,4,2,3,3,2,3,3,"1,4,5,6,7",4,2,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,3,"",1.681,1.681,3.023,1,1,1,5,2017,11,"They need to cut the property tax","Great survey",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",498,1,3038484,1,"",60087,NA
"1/9/18 14:58","1/9/18 15:03",0,100,258,1,"1/9/18 15:03","R_xAA3v9gBaZ8p90B",NA,"anonymous","EN",0,0,5.257,0,"Firefox","57","Windows NT 10.0","1366x768",72401,1,1,99,1,NA,"2",1.437,1.458,2.55,2,1,NA,9,4,1,6,"5","6",2,2,3,1,1,2,3,2,2,2,3,"4,5,7,3,10",NA,NA,NA,NA,NA,1,3,3,1,3,NA,NA,NA,NA,NA,NA,5,1,1,1,"",1.498,2.352,3.83,4,1,1,5,2017,4,"N/A","N/A",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",258,1,9935943,1,"",72401,NA
"1/9/18 14:59","1/9/18 15:03",0,100,256,1,"1/9/18 15:03","R_2YtPE0nXswJvsaw",NA,"anonymous","EN",4.769,5.087,6.892,2,"Firefox","57","Macintosh","1440x900",33306,1,2,100,2,NA,"1",1.412,1.412,2.31,1,3,1,11,4,2,2,"5","4,6",4,3,4,4,4,2,4,3,4,4,4,"1,4,5,6,7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,2,NA,6,1,3,1,"",1.7,1.7,2.884,1,1,1,6,2002,8,"N/A","N/A",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",256,0,9889883,1,"",33306,NA
"1/9/18 14:57","1/9/18 15:03",0,100,379,1,"1/9/18 15:03","R_3n8JXMHcyntKux7",NA,"anonymous","EN",14.423,14.423,15.38,1,"Safari iPhone","10","iPhone","375x667",43085,1,2,101,10,NA,"1",1.935,1.956,3.123,2,2,NA,10,4,2,4,"1","4",1,1,1,2,2,2,2,1,1,1,2,"3",NA,NA,NA,NA,NA,5,4,3,4,1,NA,NA,NA,NA,NA,NA,8,1,3,2,"",1.533,1.556,2.302,2,1,1,4,2006,6,"None","None",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",379,0,4923640,1,"",43085,NA
"1/9/18 14:56","1/9/18 15:03",0,100,391,1,"1/9/18 15:03","R_1N8u8g8UfzlBThA",NA,"anonymous","EN",44.613,44.613,47.217,1,"Chrome","63.0.3239.132","Windows NT 10.0","1600x900",14216,1,2,102,12,NA,"1",1.438,1.438,2.46,1,1,NA,9,4,1,4,"1","1",2,2,2,3,2,2,2,1,1,1,2,"1,5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,3,NA,6,2,3,1,"",1.098,1.098,2.063,1,3,3,5,1999,3,"There are some abandoned homes.","This was fine.",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",391,1,5041179,1,"",14216,NA
"1/9/18 14:59","1/9/18 15:03",0,100,251,1,"1/9/18 15:03","R_38eVaQD4KSMVfBT",NA,"anonymous","EN",1.638,1.638,3.77,1,"Chrome","56.0.2924.87","Android 7.0","360x640",93635,1,2,101,4,NA,"4",1.695,1.718,2.213,2,1,NA,9,4,1,2,"1","4",3,3,3,3,2,1,3,3,1,2,3,"1",NA,NA,NA,NA,NA,2,2,3,2,2,NA,NA,NA,NA,NA,NA,6,1,3,1,"",1.295,1.318,2.009,2,1,1,5,2008,3,"The government should pay more attention to low income families.","No.",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",251,1,1305071,1,"",93635,NA
"1/9/18 14:58","1/9/18 15:03",0,100,313,1,"1/9/18 15:03","R_2q7YKV4eKHdaHvX",NA,"anonymous","EN",0,0,3.642,0,"Chrome","63.0.3239.132","Macintosh","1440x900",11238,1,1,102,12,NA,"1",0,0,3.335,0,1,NA,8,4,1,4,"4,5","6",3,3,3,4,4,3,2,3,2,1,4,"1,4,5",1,1,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,1,"",0,0,2.476,0,1,1,5,2016,4,"I have none.","none",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",313,1,8156996,1,"",11238,NA
"1/9/18 14:59","1/9/18 15:03",0,100,214,1,"1/9/18 15:03","R_xGbcjJuRZHHJDJT",NA,"anonymous","EN",1.511,5.035,5.747,2,"Chrome","63.0.3239.132","Windows NT 10.0","1366x768",20121,1,1,100,4,NA,"1",1.234,1.234,2.343,1,1,NA,9,4,1,4,"1","4",3,3,4,4,3,1,3,3,2,3,4,"6,7",2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,3,"",1.871,1.871,3.088,1,3,3,4,2015,7,"None","None",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",214,1,9683945,4,"Speeder",20121,NA
"1/9/18 14:48","1/9/18 15:03",0,100,888,1,"1/9/18 15:03","R_BS5hq4IILXtXMyd",NA,"anonymous","EN",0,0,2.239,0,"Chrome","63.0.3239.132","Windows NT 6.1","1920x1080",41537,1,1,100,12,NA,"1",0.865,1.356,2.21,2,2,NA,8,4,1,5,"1,4,5","1,4,6",2,2,2,2,3,1,2,3,2,2,3,"1,4,7",NA,NA,NA,NA,NA,4,4,4,1,1,NA,NA,NA,NA,NA,NA,3,1,3,1,"",0.745,0.745,1.59,1,1,3,4,2007,2,"The government should aim towards increasing the amount of small homes with small yards housing. In addition, the government should focus on building and maintaining good roads, sidewalks, and numerous nature trails.

Nature is good for people. Small houses are important because people don't like to live together or hear someone else's noise. Small houses are a healthy and practical way to live.","No problems.",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",888,1,8951842,1,"",41537,NA
"1/9/18 14:49","1/9/18 15:03",0,100,826,1,"1/9/18 15:03","R_3CMZ5umgRax8GyA",NA,"anonymous","EN",0,0,52.183,0,"Chrome","63.0.3239.132","Windows NT 10.0","1920x1080",32751,1,1,101,1,NA,"1",2.519,2.519,5.293,1,3,1,8,4,1,1,"1","4,6",2,2,2,3,4,2,2,3,1,1,2,"1,4,7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2,2,1,NA,4,2,3,1,"",2.264,2.264,4.901,1,1,3,5,2014,4,"Over development of business and commercial areas mixed with housing creates congestion and inflated prices.","Straight forward, and fair.",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",826,1,3065410,1,"",32751,NA
"1/9/18 14:59","1/9/18 15:03",0,100,252,1,"1/9/18 15:03","R_3Ig4UBMMW6w6CWJ",NA,"anonymous","EN",3.103,3.103,4.285,1,"Chrome","63.0.3239.132","Windows NT 10.0","1920x1080",78015,1,1,100,4,NA,"1",0.815,0.815,2.147,1,2,NA,10,4,2,5,"5","6",3,3,3,3,3,2,3,3,3,4,3,"7",5,5,4,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,3,2,"",1.057,1.057,1.812,1,3,1,4,2017,5,"N/A","N/A",NA,NA,NA,NA,NA,NA,"Qual1741-0113MSAs",252,1,6372032,1,"",78015,NA
